nombre_negocio,categoria,estado,ciudad,telefono,email,sitio_web,rating,review_count
Super Carnes Rivera's,Carnicería,Tamaulipas,Reynosa,899 454 6937,,,4.5,62
Súper Carnes Monterrey,Carnicería,Tamaulipas,Reynosa,899 444 2082,,https://www.facebook.com/Super-Carnes-Monterrey-104009818027772,4.2,84
Súper Carnicería Bella,Carnicería,Tamaulipas,Reynosa,899 876 7584,,,4.5,43
Central de Abastos Reynosa,Leche,Tamaulipas,Reynosa,899 926 0730,,http://www.rentabodegasreynosa.com,4.3,119
"Distribuidora ""Morelos""",Leche,Tamaulipas,Reynosa,899 546 3785,,,4.6,8
Distribuidora Santa Cecilia,Leche,Tamaulipas,Reynosa,,,,,
Distribuidora de frutas y verduras,Leche,Tamaulipas,Reynosa,899 922 1805,,http://frutasyverdurasolarte.com.mx,5,1
El pino mayorista de dulces y materias primas,Leche,Tamaulipas,Reynosa,,,,4.6,8
Frutería Olarte,Leche,Tamaulipas,Reynosa,899 927 4208,,,3.9,8
H-E-B Las Fuentes,Leche,Tamaulipas,Reynosa,899 909 0920,,https://www.heb.com.mx,4.3,3305
H-E-B Reynosa Morelos,Leche,Tamaulipas,Reynosa,899 921 1077,,https://www.heb.com.mx,4.4,2686
Leche vakita,Leche,Tamaulipas,Reynosa,,,,4.5,2
Materias Primas de Reynosa S.A. de C.V.,Leche,Tamaulipas,Reynosa,899 924 3454,,,4.4,692
Max Abarrotes,Leche,Tamaulipas,Reynosa,899 963 8048,,,3.8,70
Nupet Alimento Súper Premium Nupec,Leche,Tamaulipas,Reynosa,899 327 0207,,https://nupet.kyte.site,4.9,23
creamy foods,Leche,Tamaulipas,Reynosa,899 133 6465,,https://www.facebook.com/Creammyfoods,1,2
Lácteos Reséndez,Lácteos,Tamaulipas,Reynosa,899 923 0378,,,4.4,7
Quesos y Mas... El Potrero,Lácteos,Tamaulipas,Reynosa,,,,3.7,11
Amarelo Panadería Artesanal,Panadería,Tamaulipas,Reynosa,899 119 3376,,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/pages/category/Health-Food-Store/Amarelo-panaderi%25CC%2581a-artesanal-103404391503994/&ved=2ahUKEwi0mrm3_aPyAhXB_54KHZfPAlMQFnoECAUQAg&usg=AOvVaw2LZJ8Io6L86oTJKcbH6thg,4.7,33
Arcoiris Mi Panaderia,Panadería,Tamaulipas,Reynosa,899 202 9900,,https://www.facebook.com/Arcoirismipanaderia,4.5,115
Arcoiris Mi Panadería Suc. Los Muros,Panadería,Tamaulipas,Reynosa,899 202 9899,,,4.4,54
Bakers reynosa,Panadería,Tamaulipas,Reynosa,,,https://www.instagram.com/bakers_reynosa?igsh=MTg1Z3J6MXEybDkweg==,4.6,43
Casa Terra,Panadería,Tamaulipas,Reynosa,899 119 3376,,https://www.facebook.com/casaterra.rex?mibextid=LQQJ4d,4.7,39
Delicias del Contry Reynosa.,Panadería,Tamaulipas,Reynosa,899 273 3711,,,4.5,584
Donas Carrusel,Panadería,Tamaulipas,Reynosa,899 262 0381,,https://www.facebook.com/donascarrusel,4.3,228
L Gusto Panaderia De Barrio,Panadería,Tamaulipas,Reynosa,,,,,
La Colmena Real Panadería,Panadería,Tamaulipas,Reynosa,899 741 1966,,,4.9,34
La Estrella Fabrica de Pan,Panadería,Tamaulipas,Reynosa,899 798 8239,,https://www.facebook.com/laestrellafabricadepan,4.4,199
La Reina Panaderia Y Pasteleria,Panadería,Tamaulipas,Reynosa,8994677628,,,,
La Sevillana,Panadería,Tamaulipas,Reynosa,,,,4.6,136
"La Viña de tu Salud, PANADERIA",Panadería,Tamaulipas,Reynosa,897 138 2334,,,4.9,42
Los Hornos,Panadería,Tamaulipas,Reynosa,899 452 7860,,,4.6,59
Los Hornos Panaderia,Panadería,Tamaulipas,Reynosa,8991246033,,,,
Mis Angeles Panaderia,Panadería,Tamaulipas,Reynosa,,,,,
Mis Ángeles,Panadería,Tamaulipas,Reynosa,,,,4.6,325
Panaderia,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia 3 Garcia,Panadería,Tamaulipas,Reynosa,8991567929,,,,
Panaderia Abuelito,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Adn,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Arcoiris,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Armandos,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Azteca,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Biscocho,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Chiapas,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Chuleria,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Cristo Rey,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia D Garcia,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Del Sur,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia Delicias De Veracruz,Panadería,Tamaulipas,Reynosa,8992573102,,,,
Panaderia Don Chava,Panadería,Tamaulipas,Reynosa,8992555777,,,,
Panaderia Don Chayo,Panadería,Tamaulipas,Reynosa,8991073411,,,,
Panaderia El Buen Pan,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia El Buen Venir,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia El Mejor Pan,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia El Mismo,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia El Nuñor,Panadería,Tamaulipas,Reynosa,8991607250,,,,
Panaderia El Primo,Panadería,Tamaulipas,Reynosa,,,,,
Panaderia El Ñuñor,Panadería,Tamaulipas,Reynosa,8991226516,,,,
Panadería La Espiga De Oro,Panadería,Tamaulipas,Reynosa,899 922 5248,,,4.7,139
Panadería Mis Ángeles,Panadería,Tamaulipas,Reynosa,899 236 2275,,https://www.facebook.com/pages/Mis-%C3%81ngeles-Panader%C3%ADa-Sucursal-Las-Cumbres/1006392276144912,4.6,48
Panadería la Sevillana,Panadería,Tamaulipas,Reynosa,,,,4.7,41
Panificadora La India SCL,Panadería,Tamaulipas,Reynosa,899 922 3535,,,4.3,127
Panificadora “La India”,Panadería,Tamaulipas,Reynosa,899 922 1215,,,4.3,341
Chicayan Raúl del ángel,Queso/Quesería,Tamaulipas,Reynosa,,,,5,1
La Molienda Reynosa 2021,Queso/Quesería,Tamaulipas,Reynosa,899 160 8435,,https://m.facebook.com/MoliendaReynosa2021?mibextid=ZbWKwL&refid=17&paipv=0&eav=AfaEJR9I49ugFB1HAjjgwFSIJ3nS9cP6mtD33nJCxTFdmnCBGQO5iwh52I_9O75Vops,5,2
Quesito Mio,Queso/Quesería,Tamaulipas,Reynosa,899 922 5589,,http://fb.me/quesitomiomx,4.1,7
Quesos De Los Altos De Jalisco,Queso/Quesería,Tamaulipas,Reynosa,899 318 7160,,,4.3,33
Quesos Santa Cecilia,Queso/Quesería,Tamaulipas,Reynosa,899 925 2048,,,4,1
CAMPESINO TIENDA DE JUGOS,Yogurt,Tamaulipas,Reynosa,899 140 6129,,,4.7,36
Heladitto La Casa De La Nieve y La Crepa,Yogurt,Tamaulipas,Reynosa,899 574 0485,,,4.1,8
Helados conito,Yogurt,Tamaulipas,Reynosa,899 501 4349,,,4.8,27
JOYGURT,Yogurt,Tamaulipas,Reynosa,,,,4.6,59
Kinis Reynosa,Yogurt,Tamaulipas,Reynosa,,,,4.8,6
LEGUSTO Panadería de Barrio,Yogurt,Tamaulipas,Reynosa,899 106 1666,,,4.7,55
La Heladeria MX,Yogurt,Tamaulipas,Reynosa,899 983 8438,,,5,9
Maka Natural Store,Yogurt,Tamaulipas,Reynosa,899 507 8038,,,4.3,15
NaturaLife,Yogurt,Tamaulipas,Reynosa,899 920 0639,,,4.2,45
Natural Life Reynosa,Yogurt,Tamaulipas,Reynosa,899 924 9049,,,4.2,143
Nevería Yogu*frut,Yogurt,Tamaulipas,Reynosa,,,https://www.facebook.com/refresqueriayogufrut,4.3,27
"Nieves Artesanales ""Las Chulas""",Yogurt,Tamaulipas,Reynosa,,,,4.9,18
Pan artesanal,Yogurt,Tamaulipas,Reynosa,,,,,0
Tío Yogo,Yogurt,Tamaulipas,Reynosa,899 951 0174,,http://www.tioyogo.com,4.4,12
Yakult Reynosa,Yogurt,Tamaulipas,Reynosa,,,,3.8,11
Yogo Gurt,Yogurt,Tamaulipas,Reynosa,,,,1,1
Yogufrut,Yogurt,Tamaulipas,Reynosa,,,,4.7,7
Yogui nieves de yogurt y jugos naturales,Yogurt,Tamaulipas,Reynosa,,,,4.8,18
Proveedora de Carnes la Central,Carnicería,Tamaulipas,Tamaulipas,899 141 1093,,,4.7,56
Auxiliar Cuarto Frio Carniceria 30 De Abril,Carnicería,Tamaulipas,Tampico,,,,,
Bodega Carniceria El Borrego,Carnicería,Tamaulipas,Tampico,8332076640,,,,
Bodega De Carniceria La Carnifica,Carnicería,Tamaulipas,Tampico,,,,,
Bodega De Carniceria Sabino,Carnicería,Tamaulipas,Tampico,,,,,
CARNICERIA CINTHIA,Carnicería,Tamaulipas,Tampico,833 226 2600,,,4.6,83
Carnes Madero,Carnicería,Tamaulipas,Tampico,833 306 1190,,,4.6,97
Carnes SAN JUAN (CARNES FASHION VIP) Suc Colonias,Carnicería,Tamaulipas,Tampico,833 436 3132,,http://www.carnesfashionvip.com,5,11
Carnes San Angel,Carnicería,Tamaulipas,Tampico,833 155 0065,,https://web.facebook.com/CarnesSanAngel,4.6,14
Carnes Victoria,Carnicería,Tamaulipas,Tampico,833 226 1410,,,4.6,170
Carnes y Quesos Regionales S. de R.L. de C.V.,Carnicería,Tamaulipas,Tampico,833 438 4887,,https://www.facebook.com/CarnesyQuesosTampico,4.3,102
Carniceria,Carnicería,Tamaulipas,Tampico,8334876012,,,,
Carniceria 18 De Junio,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria 2 Hermanas,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria 2 Hermanos,Carnicería,Tamaulipas,Tampico,8332990575,,,,
Carniceria 3 Hermanos Y Uno Mas,Carnicería,Tamaulipas,Tampico,8332520412,,,,
Carniceria 30 De Abril,Carnicería,Tamaulipas,Tampico,8331253205,carnniceria30deabril@gmail.com,,,
Carniceria 4 Caminos,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Alondra,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Angeles,Carnicería,Tamaulipas,Tampico,8331090562,,,,
Carniceria Arenal,Carnicería,Tamaulipas,Tampico,8333027808,,,,
Carniceria Arteaga,Carnicería,Tamaulipas,Tampico,8332244811,,,,
Carniceria Ayuntamiento,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Beraca,Carnicería,Tamaulipas,Tampico,8332876259,,,,
Carniceria Carlos,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Carmar,Carnicería,Tamaulipas,Tampico,8332076640,,,,
Carniceria Castillo,Carnicería,Tamaulipas,Tampico,8332619517,,,,
Carniceria Centinela,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Chatos,Carnicería,Tamaulipas,Tampico,8334424970,derlisalas4@gmail.com,,,
Carniceria Chavez,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Chichi,Carnicería,Tamaulipas,Tampico,,,,,
Carniceria Chong,Carnicería,Tamaulipas,Tampico,8331489247,,,,
Carniceria El Vaquero,Carnicería,Tamaulipas,Tampico,833 531 7000,,,5,1
Carniceria LA FE,Carnicería,Tamaulipas,Tampico,833 399 0790,,https://www.facebook.com/carnicerialafe,4.9,22
Carniceria La Providencia,Carnicería,Tamaulipas,Tampico,833 569 4852,,https://www.facebook.com/Carnicer%C3%ADa-La-Providencia-100815879277920,4.7,87
Carniceria Su Barata,Carnicería,Tamaulipas,Tampico,,,,4.7,21
Carniceria y Distribuidora de Carnes Davalos,Carnicería,Tamaulipas,Tampico,833 299 5127,,,4,23
"Carnicería ""La Chuleta""",Carnicería,Tamaulipas,Tampico,833 293 7694,,https://www.facebook.com/carniceria.lachuleta.7,4.8,61
Carnicería Del Pueblo,Carnicería,Tamaulipas,Tampico,,,,4.7,29
Carnicería Xilitla,Carnicería,Tamaulipas,Tampico,,,,4.4,24
Carnicería la Barata,Carnicería,Tamaulipas,Tampico,833 122 9027,,,4.2,180
La Arrachera,Carnicería,Tamaulipas,Tampico,833 569 1539,,,4.3,109
La Carnífica,Carnicería,Tamaulipas,Tampico,833 306 0600,,http://www.lacarnifica.com.mx,4.7,205
La Carnífica suc. Hidalgo,Carnicería,Tamaulipas,Tampico,833 340 0241,,http://www.lacarnifica.com.mx,4.2,122
Súper y Carnicería La Mexicana,Carnicería,Tamaulipas,Tampico,833 395 8090,,,4.5,97
Distribuidora De Alimentos La Popular,Leche,Tamaulipas,Tampico,,,,,
Distribuidora De Quesos La Cabañita,Leche,Tamaulipas,Tampico,8331859627,ventas.lacabanita.tampico@gmail.com,,,
Distribuidora De Salchichoneria Sin Nombre,Leche,Tamaulipas,Tampico,,,,,
Distribuidora de Huevo Allende Garza S.A. de C.V.,Leche,Tamaulipas,Tampico,833 210 1220,,,4.5,123
Leche Marsella,Leche,Tamaulipas,Tampico,833 402 0611,,https://www.lechemarsella.com.mx,,0
La Crema,Lácteos,Tamaulipas,Tampico,833 214 0730,,,4,55
Lácteos Ind Noroeste,Lácteos,Tamaulipas,Tampico,833 125 9495,,,4.5,14
Quesos Chila,Lácteos,Tamaulipas,Tampico,833 213 7381,,http://www.quesoschila.com.mx,4.5,231
Quesos La Hacienda,Lácteos,Tamaulipas,Tampico,833 212 1645,,http://www.quesoslahacienda.com,4.4,103
Dela S Panaderia,Panadería,Tamaulipas,Tampico,8334471023,,,,
El Globo Lomas De Rosales Tampico,Panadería,Tamaulipas,Tampico,833 116 5530,,https://www.elglobo.com.mx,4.4,218
Estanquillo Mundo Panaderia San Juditas,Panadería,Tamaulipas,Tampico,,,,,
La Flor de México Panadería y Cafetería (Suc Carranza),Panadería,Tamaulipas,Tampico,833 214 1413,,,4.5,203
La Flor de México Panadería y Cafetería (Suc. Norte),Panadería,Tamaulipas,Tampico,833 569 4070,,,4.5,778
"La Flor de Tampico, panadería y pastelería",Panadería,Tamaulipas,Tampico,833 214 2845,,,4.4,89
La Josefina Panadería,Panadería,Tamaulipas,Tampico,,,https://lajosefina.ellindero.mx/?utm_source=r.mpcreativo.com%2Flajosefina&utm_medium=mp&utm_campaign=lajosefina,4.6,66
Panaderia,Panadería,Tamaulipas,Tampico,,,,,
"Panaderia ""Angeles""",Panadería,Tamaulipas,Tampico,,,,4.6,94
Panaderia 18 De Marzo,Panadería,Tamaulipas,Tampico,8332465259,,,,
Panaderia 18 De Octubre,Panadería,Tamaulipas,Tampico,8335381241,,,,
Panaderia Angeles,Panadería,Tamaulipas,Tampico,,,,,
Panaderia Boulevard,Panadería,Tamaulipas,Tampico,8333115727,pbpanaderia@gmail.com,,,
Panaderia Casa Blanca,Panadería,Tamaulipas,Tampico,,,,,
Panaderia Casera Quijano De La Sota,Panadería,Tamaulipas,Tampico,8332178012,,,,
Panaderia Castillo,Panadería,Tamaulipas,Tampico,8335688000,,,,
Panaderia Cañada,Panadería,Tamaulipas,Tampico,8333278718,,,,
Panaderia Champayan,Panadería,Tamaulipas,Tampico,8332007223,claudiaalicia@live.com.mx,,,
Panaderia Danae,Panadería,Tamaulipas,Tampico,8337219397,,,,
Panaderia Danna,Panadería,Tamaulipas,Tampico,,,,,
Panaderia De Maria,Panadería,Tamaulipas,Tampico,8332031732,,,,
Panaderia Del Hogar,Panadería,Tamaulipas,Tampico,8334462181,,,,
Panaderia Don Jose,Panadería,Tamaulipas,Tampico,8333453057,,,,
Panaderia El Almendro,Panadería,Tamaulipas,Tampico,,,,,
Panaderia El Buen Pan,Panadería,Tamaulipas,Tampico,,,,,
Panaderia El Manjar,Panadería,Tamaulipas,Tampico,,,,,
Panaderia El Mejor Pan,Panadería,Tamaulipas,Tampico,,,,4.6,9
Panaderia El Pan De Cada Dia,Panadería,Tamaulipas,Tampico,8331027310,,,,
Panaderia El Pan Imperial,Panadería,Tamaulipas,Tampico,8332178822,,,,
Panaderia El Recreo,Panadería,Tamaulipas,Tampico,,,,,
Panaderia El Tallarin,Panadería,Tamaulipas,Tampico,8334301335,,,,
Panaderia El Trigal,Panadería,Tamaulipas,Tampico,8331577004,,,,
Panadería El Manjar,Panadería,Tamaulipas,Tampico,833 133 3842,,,4.6,389
Panadería El Mejor Pan,Panadería,Tamaulipas,Tampico,833 212 5811,,https://www.panaderiaelmejorpan.com,4.4,117
Panadería El Pan de cada día,Panadería,Tamaulipas,Tampico,,,,4.6,29
"Panadería La Flor de México, matriz y cedis",Panadería,Tamaulipas,Tampico,833 212 9033,,,4.5,384
Panadería “El Almendro”,Panadería,Tamaulipas,Tampico,833 132 5409,,,4.6,225
Panificadora De La Sota,Panadería,Tamaulipas,Tampico,,,https://www.facebook.com/PanificadoraDeLaSotaOficial,4.6,1417
Pastelería Pepis Del Norte S.A.,Panadería,Tamaulipas,Tampico,833 213 8803,,,4.6,367
Proveedora del Pastelero,Panadería,Tamaulipas,Tampico,833 214 1044,,http://proveedoradelpastelero.mx,4.5,332
Trigo & Sal Bakery,Panadería,Tamaulipas,Tampico,833 232 7477,,https://linktr.ee/trigoysal,4.7,21
Trigo y Sal,Panadería,Tamaulipas,Tampico,833 232 7477,,https://linktr.ee/trigoysal,4.8,48
Carnes y Quesos,Queso/Quesería,Tamaulipas,Tampico,833 311 2020,,https://www.facebook.com/CarnesyQuesosTampico,,0
"La Cabañita Quesos y más, Suc.Tampico",Queso/Quesería,Tamaulipas,Tampico,833 491 4548,,,4.8,5
La Cremería,Queso/Quesería,Tamaulipas,Tampico,,,,,0
QUESERIA HERMANOS MENDOZA,Queso/Quesería,Tamaulipas,Tampico,,,,4,1
Queseria Ozuluama,Queso/Quesería,Tamaulipas,Tampico,833 210 8446,,,,0
Quesería Y Cremería Los Martínez,Queso/Quesería,Tamaulipas,Tampico,833 189 1363,,https://www.facebook.com/profile.php?id=100090140857431&mibextid=ZbWKwL,5,4
Quesos El Girasol,Queso/Quesería,Tamaulipas,Tampico,833 334 3052,,,,0
Quesos El Lindero,Queso/Quesería,Tamaulipas,Tampico,833 213 0260,,,4.3,22
Quesos La Carreta,Queso/Quesería,Tamaulipas,Tampico,833 211 8600,,,4.2,16
Casa Orgánico,Yogurt,Tamaulipas,Tampico,833 531 3634,,,3.7,23
Dairy Queen Centro,Yogurt,Tamaulipas,Tampico,,,http://www.dairyqueen.com.mx,4.4,317
Galerías Altama,Yogurt,Tamaulipas,Tampico,833 213 2366,,https://www.galerias.com/galerias/altama,4.6,18029
H-E-B Ejército,Yogurt,Tamaulipas,Tampico,833 217 5699,,https://www.heb.com.mx,4.5,10136
H-E-B Hidalgo,Yogurt,Tamaulipas,Tampico,833 224 8044,,https://www.heb.com.mx,4.5,8514
My’ogurt,Yogurt,Tamaulipas,Tampico,,,,4.3,11
Natural House Express,Yogurt,Tamaulipas,Tampico,833 151 6520,,,5,1
Natural Tam,Yogurt,Tamaulipas,Tampico,833 151 7270,,,,0
Nutrisa 3 Arcos Tampico,Yogurt,Tamaulipas,Tampico,55 5424 5975,,,3.6,60
Nutrisa Altama Tampico,Yogurt,Tamaulipas,Tampico,55 5424 5975,,http://nutrisa.com,3.6,60
Nutrisa Liverpool Tampico,Yogurt,Tamaulipas,Tampico,55 5424 5975,,,4.6,28
Quesos El Pata,Yogurt,Tamaulipas,Tampico,,,,4.8,18
Simplementedeli,Yogurt,Tamaulipas,Tampico,833 186 8790,,https://www.instagram.com/simplementedeli.tam,4.4,155
Super Salads,Yogurt,Tamaulipas,Tampico,833 213 0069,,http://www.supersalads.com,4.3,1474
